method,weight_variant,runs,completion_pct_mean,completion_pct_std,deadline_satisfaction_pct_mean,deadline_satisfaction_pct_std,redelegation_rate_pct_mean,redelegation_rate_pct_std,ls_policy_agreement_pct_mean,ls_policy_agreement_pct_std,to_policy_agreement_pct_mean,to_policy_agreement_pct_std,workload_stdev_mean,workload_stdev_std,interpretation_note
capacity,configured,5,100.0,0.0,93.03,0.44243643611257866,0.0,0.0,100.0,0.0,77.6240123076341,5.241608252259433,0.15282019437616692,0.0006314242045014378,"CapacityScore weight sensitivity; variants are heuristic, not tuned on a validation set"
capacity,balanced,5,100.0,0.0,93.03,0.44243643611257866,0.0,0.0,38.79529411345125,3.060853009330128,59.449891332695124,1.3577125050384677,0.15289481519732412,0.0,"CapacityScore weight sensitivity; variants are heuristic, not tuned on a validation set"
capacity,load_heavy,5,100.0,0.0,93.03,0.44243643611257866,0.0,0.0,28.787940462238442,2.742140302838332,59.73706537417965,1.2030906164010335,0.1546933843260386,0.0,"CapacityScore weight sensitivity; variants are heuristic, not tuned on a validation set"
capacity,latency_heavy,5,100.0,0.0,92.08,0.5729310604252512,0.0,0.0,65.7467559899165,2.1822574195878706,32.927571878749944,0.9495415124449478,0.17336501545333644,0.0,"CapacityScore weight sensitivity; variants are heuristic, not tuned on a validation set"
